!Ogata ffP25F277BM.dat
!number of kinetic energy = 1
!nstep = 134
!step =   0.096000
!r origin =    0.000000E+00
1 134     0.096000   0.000000
277.000000
(-5.0056096E-01, -1.8705805E+01) (-3.1115384E-01, 8.7321826E-02) 5.3173821E+00
(-4.9785218E-01, -1.8702787E+01) (-3.1628692E-01, 8.8493693E-02) 5.3187071E+00
(-4.8875429E-01, -1.8693403E+01) (-3.2141999E-01, 8.9665560E-02) 5.3175859E+00
(-4.7159909E-01, -1.8676630E+01) (-3.2800162E-01, 9.1407178E-02) 5.3140187E+00
(-4.4441520E-01, -1.8651299E+01) (-3.3682748E-01, 9.3812773E-02) 5.3080053E+00
(-4.0700662E-01, -1.8616976E+01) (-3.4811551E-01, 9.6917447E-02) 5.2995458E+00
(-3.5686706E-01, -1.8572443E+01) (-3.6199618E-01, 1.0074875E-01) 5.2886402E+00
(-2.9023562E-01, -1.8516059E+01) (-3.7858081E-01, 1.0533373E-01) 5.2752885E+00
(-2.0627939E-01, -1.8446078E+01) (-3.9797416E-01, 1.1069950E-01) 5.2594906E+00
(-1.0466540E-01, -1.8360127E+01) (-4.2027288E-01, 1.1687188E-01) 5.2412467E+00
(1.3176511E-02, -1.8256151E+01) (-4.4555820E-01, 1.2387319E-01) 5.2205566E+00
(1.4248938E-01, -1.8133254E+01) (-4.7388446E-01, 1.3171905E-01) 5.1974204E+00
(2.7946242E-01, -1.7989150E+01) (-5.0526419E-01, 1.4041454E-01) 5.1718381E+00
(4.1974947E-01, -1.7821670E+01) (-5.3964958E-01, 1.4994942E-01) 5.1438096E+00
(5.5597315E-01, -1.7629517E+01) (-5.7691063E-01, 1.6029266E-01) 5.1133351E+00
(6.7858332E-01, -1.7411506E+01) (-6.1681043E-01, 1.7138634E-01) 5.0804144E+00
(7.8001028E-01, -1.7166651E+01) (-6.5897870E-01, 1.8313927E-01) 5.0450476E+00
(8.5348534E-01, -1.6894379E+01) (-7.0288549E-01, 1.9542073E-01) 5.0072347E+00
(8.9047316E-01, -1.6594543E+01) (-7.4781790E-01, 2.0805514E-01) 4.9669757E+00
(8.8568384E-01, -1.6267456E+01) (-7.9286381E-01, 2.2081843E-01) 4.9242705E+00
(8.3436631E-01, -1.5913861E+01) (-8.3690760E-01, 2.3343733E-01) 4.8791193E+00
(7.3295677E-01, -1.5534806E+01) (-8.7864307E-01, 2.4559246E-01) 4.8315219E+00
(5.8194652E-01, -1.5131467E+01) (-9.1660896E-01, 2.5692617E-01) 4.7814784E+00
(3.8422610E-01, -1.4704967E+01) (-9.4925020E-01, 2.6705569E-01) 4.7289888E+00
(1.4060699E-01, -1.4256786E+01) (-9.7500572E-01, 2.7559128E-01) 4.6740530E+00
(-1.4453645E-01, -1.3788645E+01) (-9.9241839E-01, 2.8215838E-01) 4.6166712E+00
(-4.6320216E-01, -1.3302229E+01) (-1.0002579E+00, 2.8642209E-01) 4.5568432E+00
(-8.0457135E-01, -1.2799702E+01) (-9.9764247E-01, 2.8811140E-01) 4.4945691E+00
(-1.1586249E+00, -1.2283421E+01) (-9.8414074E-01, 2.8704073E-01) 4.4298489E+00
(-1.5156331E+00, -1.1754694E+01) (-9.5983829E-01, 2.8312632E-01) 4.3626826E+00
(-1.8651422E+00, -1.1215297E+01) (-9.2535365E-01, 2.7639577E-01) 4.2930701E+00
(-2.1956388E+00, -1.0668981E+01) (-8.8179941E-01, 2.6698986E-01) 4.2210116E+00
(-2.4981376E+00, -1.0120383E+01) (-8.3069212E-01, 2.5515641E-01) 4.1465069E+00
(-2.7658634E+00, -9.5717727E+00) (-7.7382408E-01, 2.4123665E-01) 4.0695561E+00
(-2.9925667E+00, -9.0253138E+00) (-7.1311633E-01, 2.2564498E-01) 3.9901592E+00
(-3.1738422E+00, -8.4834949E+00) (-6.5047348E-01, 2.0884366E-01) 3.9083161E+00
(-3.3072686E+00, -7.9487748E+00) (-5.8765858E-01, 1.9131427E-01) 3.8240270E+00
(-3.3924750E+00, -7.4234175E+00) (-5.2620005E-01, 1.7352872E-01) 3.7372917E+00
(-3.4317637E+00, -6.9099430E+00) (-4.6734128E-01, 1.5592261E-01) 3.6481103E+00
(-3.4283285E+00, -6.4098892E+00) (-4.1197345E-01, 1.3887243E-01) 3.5564828E+00
(-3.3864389E+00, -5.9250000E+00) (-3.6066396E-01, 1.2268207E-01) 3.4652406E+00
(-3.3111792E+00, -5.4572750E+00) (-3.1381951E-01, 1.0757842E-01) 3.3785193E+00
(-3.2081674E+00, -5.0086728E+00) (-2.7162459E-01, 9.3708936E-02) 3.2960326E+00
(-3.0831545E+00, -4.5807983E+00) (-2.3401472E-01, 8.1148020E-02) 3.2174777E+00
(-2.9416709E+00, -4.1748864E+00) (-2.0080005E-01, 6.9909628E-02) 3.1425800E+00
(-2.7890920E+00, -3.7917154E+00) (-1.7170027E-01, 5.9960098E-02) 3.0710900E+00
(-2.6301952E+00, -3.4317503E+00) (-1.4638031E-01, 5.1231282E-02) 3.0027804E+00
(-2.4690848E+00, -3.0951724E+00) (-1.2447877E-01, 4.3632526E-02) 2.9374433E+00
(-2.3092199E+00, -2.7819519E+00) (-1.0562939E-01, 3.7060751E-02) 2.8748891E+00
(-2.1533139E+00, -2.4917455E+00) (-8.9476250E-02, 3.1408351E-02) 2.8149435E+00
(-2.0035105E+00, -2.2240803E+00) (-7.5683905E-02, 2.6568957E-02) 2.7574468E+00
(-1.8612028E+00, -1.9782411E+00) (-6.3943370E-02, 2.2441347E-02) 2.7022519E+00
(-1.7273389E+00, -1.7534580E+00) (-5.3975081E-02, 1.8931827E-02) 2.6492232E+00
(-1.6023264E+00, -1.5487581E+00) (-4.5529652E-02, 1.5955480E-02) 2.5982358E+00
(-1.4862859E+00, -1.3631599E+00) (-3.8387133E-02, 1.3436569E-02) 2.5491739E+00
(-1.3789919E+00, -1.1955199E+00) (-3.2355317E-02, 1.1308395E-02) 2.5019305E+00
(-1.2800764E+00, -1.0447479E+00) (-2.7267508E-02, 9.5127936E-03) 2.4564064E+00
(-1.1889818E+00, -9.0964701E-01) (-2.2980023E-02, 7.9994454E-03) 2.4125093E+00
(-1.1051151E+00, -7.8907578E-01) (-1.9369646E-02, 6.7250853E-03) 2.3701536E+00
(-1.0278497E+00, -6.8188531E-01) (-1.6331158E-02, 5.6527013E-03) 2.3292595E+00
(-9.5653513E-01, -5.8691624E-01) (-1.3775020E-02, 4.7507565E-03) 2.2897527E+00
(-8.9058545E-01, -5.0311763E-01) (-1.1625253E-02, 3.9924655E-03) 2.2515636E+00
(-8.2944591E-01, -4.2944810E-01) (-9.8175371E-03, 3.3551371E-03) 2.2146275E+00
(-7.7260084E-01, -3.6489907E-01) (-8.2975278E-03, 2.8195881E-03) 2.1788837E+00
(-7.1960900E-01, -3.0856449E-01) (-7.0193819E-03, 2.3696274E-03) 2.1442753E+00
(-6.7008543E-01, -2.5958992E-01) (-5.9444774E-03, 1.9916079E-03) 2.1107492E+00
(-6.2369062E-01, -2.1717076E-01) (-5.0403096E-03, 1.6740383E-03) 2.0782553E+00
(-5.8013067E-01, -1.8056571E-01) (-4.2795452E-03, 1.4072505E-03) 2.0467467E+00
(-5.3916694E-01, -1.4911568E-01) (-3.6392144E-03, 1.1831159E-03) 2.0161792E+00
(-5.0059556E-01, -1.2221194E-01) (-3.1000239E-03, 9.9480343E-04) 1.9865113E+00
(-4.6424239E-01, -9.9299374E-02) (-2.6457749E-03, 8.3657453E-04) 1.9577039E+00
(-4.2995982E-01, -7.9878959E-02) (-2.2628702E-03, 7.0360981E-04) 1.9297201E+00
(-3.9762411E-01, -6.3502229E-02) (-1.9398983E-03, 5.9186255E-04) 1.9025250E+00
(-3.6713380E-01, -4.9775228E-02) (-1.6672834E-03, 4.9793523E-04) 1.8760857E+00
(-3.3840129E-01, -3.8340355E-02) (-1.4369900E-03, 4.1897559E-04) 1.8503712E+00
(-3.1134853E-01, -2.8879937E-02) (-1.2422754E-03, 3.5258914E-04) 1.8253521E+00
(-2.8590702E-01, -2.1113803E-02) (-1.0774808E-03, 2.9676567E-04) 1.8010006E+00
(-2.6201542E-01, -1.4795403E-02) (-9.3785698E-04, 2.4981746E-04) 1.7772902E+00
(-2.3961519E-01, -9.7088180E-03) (-8.1941724E-04, 2.1032750E-04) 1.7541960E+00
(-2.1865311E-01, -5.6645572E-03) (-7.1881446E-04, 1.7710588E-04) 1.7316943E+00
(-1.9907790E-01, -2.4981156E-03) (-6.3323786E-04, 1.4915333E-04) 1.7097625E+00
(-1.8083861E-01, -6.4970142E-05) (-5.6032648E-04, 1.2563055E-04) 1.6883794E+00
(-1.6388461E-01, 1.7600939E-03) (-4.9809669E-04, 1.0583251E-04) 1.6675244E+00
(-1.4816554E-01, 3.0845817E-03) (-4.4488139E-04, 8.9166893E-05) 1.6471784E+00
(-1.3363045E-01, 4.0008840E-03) (-3.9927904E-04, 7.5135975E-05) 1.6273230E+00
(-1.2022799E-01, 4.5878312E-03) (-3.6011097E-04, 6.3321475E-05) 1.6079404E+00
(-1.0790611E-01, 4.9127658E-03) (-3.2638559E-04, 5.3371811E-05) 1.5890142E+00
(-9.6611839E-02, 5.0325489E-03) (-2.9726836E-04, 4.4991418E-05) 1.5705284E+00
(-8.6291486E-02, 4.9952812E-03) (-2.7205660E-04, 3.7931781E-05) 1.5524677E+00
(-7.6891189E-02, 4.8409752E-03) (-2.5015843E-04, 3.1983912E-05) 1.5348176E+00
(-6.8356718E-02, 4.6025783E-03) (-2.3107503E-04, 2.6972036E-05) 1.5175644E+00
(-6.0633341E-02, 4.3074000E-03) (-2.1438582E-04, 2.2748285E-05) 1.5006948E+00
(-5.3666847E-02, 3.9774575E-03) (-1.9973596E-04, 1.9188250E-05) 1.4841961E+00
(-4.7403701E-02, 3.6300543E-03) (-1.8682591E-04, 1.6187243E-05) 1.4680562E+00
(-4.1790980E-02, 3.2787720E-03) (-1.7540268E-04, 1.3657154E-05) 1.4522636E+00
(-3.6777021E-02, 2.9339506E-03) (-1.6525238E-04, 1.1523819E-05) 1.4368071E+00
(-3.2311816E-02, 2.6029824E-03) (-1.5619410E-04, 9.7247981E-06) 1.4216762E+00
(-2.8347013E-02, 2.2910593E-03) (-1.4807470E-04, 8.2075165E-06) 1.4068606E+00
(-2.4836338E-02, 2.0016702E-03) (-1.4076439E-04, 6.9276998E-06) 1.3923507E+00
(-2.1736020E-02, 1.7367623E-03) (-1.3415310E-04, 5.8480569E-06) 1.3781370E+00
(-1.9004893E-02, 1.4969672E-03) (-1.2814738E-04, 4.9371748E-06) 1.3642105E+00
(-1.6604447E-02, 1.2820757E-03) (-1.2266779E-04, 4.1685877E-06) 1.3505627E+00
(-1.4498902E-02, 1.0912780E-03) (-1.1764674E-04, 3.5199955E-06) 1.3371853E+00
(-1.2655313E-02, 9.2336368E-04) (-1.1302660E-04, 2.9726048E-06) 1.3240703E+00
(-1.1043596E-02, 7.7671719E-04) (-1.0875824E-04, 2.5105761E-06) 1.3112100E+00
(-9.6364601E-03, 6.4949593E-04) (-1.0479961E-04, 2.1205570E-06) 1.2985972E+00
(-8.4092611E-03, 5.3982228E-04) (-1.0111474E-04, 1.7912911E-06) 1.2862247E+00
(-7.3399062E-03, 4.4582236E-04) (-9.7672764E-05, 1.5132868E-06) 1.2740857E+00
(-6.4086733E-03, 3.6572385E-04) (-9.4447161E-05, 1.2785407E-06) 1.2621737E+00
(-5.5980366E-03, 2.9786935E-04) (-9.1415076E-05, 1.0803024E-06) 1.2504824E+00
(-4.8925134E-03, 2.4072272E-04) (-8.8556782E-05, 9.1287850E-07) 1.2390057E+00
(-4.2785021E-03, 1.9283864E-04) (-8.5855204E-05, 7.7146600E-07) 1.2277378E+00
(-3.7440662E-03, 1.5290079E-04) (-8.3295526E-05, 6.5201283E-07) 1.2166729E+00
(-3.2787715E-03, 1.1974916E-04) (-8.0864852E-05, 5.5110001E-07) 1.2058057E+00
(-2.8735196E-03, 9.2370984E-05) (-7.8551929E-05, 4.6584239E-07) 1.1951309E+00
(-2.5203829E-03, 6.9875889E-05) (-7.6346901E-05, 3.9380508E-07) 1.1846435E+00
(-2.2124705E-03, 5.1493878E-05) (-7.4241113E-05, 3.3293295E-07) 1.1743385E+00
(-1.9438092E-03, 3.6566267E-05) (-7.2226935E-05, 2.8149120E-07) 1.1642113E+00
(-1.7092227E-03, 2.4533519E-05) (-7.0297618E-05, 2.3801531E-07) 1.1542572E+00
(-1.5042233E-03, 1.4917206E-05) (-6.8447171E-05, 2.0126881E-07) 1.1444719E+00
(-1.3249270E-03, 7.3059412E-06) (-6.6670254E-05, 1.7020764E-07) 1.1348511E+00
(-1.1679778E-03, 1.3493654E-06) (-6.4962092E-05, 1.4395014E-07) 1.1253908E+00
(-1.0304688E-03, -3.2492308E-06) (-6.3318398E-05, 1.2175173E-07) 1.1160868E+00
(-9.0988722E-04, -6.7378287E-06) (-6.1735308E-05, 1.0298350E-07) 1.1069354E+00
(-8.0405370E-04, -9.3235014E-06) (-6.0209326E-05, 8.7114247E-08) 1.0979329E+00
(-7.1108396E-04, -1.1178113E-05) (-5.8737277E-05, 7.3695215E-08) 1.0890756E+00
(-6.2934094E-04, -1.2444896E-05) (-5.7316267E-05, 6.2347279E-08) 1.0803601E+00
(-5.5740638E-04, -1.3242660E-05) (-5.5943650E-05, 5.2750112E-08) 1.0717830E+00
(-4.9404711E-04, -1.3669229E-05) (-5.4616995E-05, 4.4633045E-08) 1.0633410E+00
(-4.3819563E-04, -1.3803771E-05) (-5.3334065E-05, 3.7767346E-08) 1.0550309E+00
(-3.8892170E-04, -1.3711855E-05) (-5.2092792E-05, 3.1959710E-08) 1.0468498E+00
(-3.4541531E-04, -1.3447101E-05) (-5.0891259E-05, 2.7046757E-08) 1.0387945E+00
(-3.0697064E-04, -1.3053278E-05) (-4.9727684E-05, 2.2890391E-08) 1.0308622E+00
(-2.7297336E-04, -1.2565126E-05) (-4.8600407E-05, 1.9373873E-08) 1.0230502E+00
