-0.357245 12.8707 0.403629 
-0.3501 13.8742 0.497999 
-0.342955 13.5259 0.386475 
-0.33581 13.3079 0.358889 
-0.328665 12.9592 0.440076 
-0.32152 13.5947 0.469157 
-0.314376 15.0011 0.543229 
-0.307231 14.6431 0.490066 
-0.300086 16.0895 0.513742 
-0.292941 16.1583 0.42786 
-0.285796 16.3149 0.345652 
-0.278651 15.0755 0.507582 
-0.271506 14.8971 0.306136 
-0.264361 15.3003 0.38163 
-0.257216 17.0918 0.409108 
-0.250071 15.4716 0.336605 
-0.242927 15.9566 0.506547 
-0.235782 18.8623 0.495697 
-0.228637 18.9714 0.448098 
-0.221492 20.0423 0.550099 
-0.214347 21.3907 0.426269 
-0.207202 19.9631 0.390268 
-0.200057 21.3053 0.312596 
-0.192912 18.7074 0.446849 
-0.185767 21.9766 0.568894 
-0.178622 28.8448 0.654718 
-0.171478 29.4001 0.413757 
-0.164333 25.8048 0.424481 
-0.157188 28.9972 0.650849 
-0.150043 24.0877 0.247915 
-0.142898 29.4222 0.401583 
-0.135753 30.1823 0.44067 
-0.128608 38.3244 0.547899 
-0.121463 34.3766 0.497372 
-0.114318 42.473 0.527616 
-0.107173 38.339 0.395101 
-0.100029 51.4935 0.250914 
-0.0928837 46.2087 0.207758 
-0.0857388 31.3577 0.166223 
-0.0785939 40.3257 0.179423 
-0.071449 47.5896 0.572249 
-0.0643041 30.1747 0.685913 
-0.0571592 56.7896 0.835496 
-0.0500143 60.7162 1.13241 
-0.0428694 118.308 1.0922 
-0.0357245 176.529 0.995004 
-0.0285796 307.23 0.738091 
-0.0214347 578.678 0.067188 
-0.0142898 385.15 -1.17166 
-0.0071449 257.14 -0.239542 
0 401.349 -1.11912 
0.0071449 211.067 -1.72971 
0.0142898 90.4773 -1.28571 
0.0214347 157.651 -0.663629 
0.0285796 363.701 -1.00078 
0.0357245 286.853 -1.94388 
0.0428694 294.141 -0.99386 
0.0500143 515.278 -2.18379 
0.0571592 297.997 -2.91648 
0.0643041 177.731 -3.13833 
0.071449 111.126 3.06584 
0.0785939 82.7129 3.10881 
0.0857388 59.7745 -3.12231 
0.0928837 49.3534 -3.05954 
0.100029 23.4587 -2.52275 
0.107173 43.8653 -2.61274 
0.114318 40.0956 -2.62174 
0.121463 43.551 -2.51449 
0.128608 41.17 -2.50871 
0.135753 42.1167 -2.59558 
0.142898 38.8973 -2.68607 
0.150043 39.5203 -2.62075 
0.157188 36.0105 -2.70238 
0.164333 32.8816 -2.56826 
0.171478 31.5559 -2.70763 
0.178622 31.2363 -2.70346 
0.185767 27.9649 -2.75024 
0.192912 27.7245 -2.71685 
0.200057 24.7067 -2.73612 
0.207202 24.7443 -2.72205 
0.214347 22.9809 -2.71364 
0.221492 23.1853 -2.77442 
0.228637 21.1799 -2.64471 
0.235782 20.4333 -2.69637 
0.242927 20.7254 -2.6503 
0.250071 19.2709 -2.67764 
0.257216 18.4889 -2.65648 
0.264361 19.2201 -2.6222 
0.271506 17.9058 -2.70238 
0.278651 18.1224 -2.64597 
0.285796 17.5903 -2.62649 
0.292941 17.4031 -2.62482 
0.300086 17.3879 -2.6176 
0.307231 16.4427 -2.64819 
0.314376 15.7042 -2.70353 
0.32152 14.2897 -2.66788 
0.328665 16.2995 -2.63251 
0.33581 14.2829 -2.65439 
0.342955 14.8407 -2.61496 
0.3501 14.1344 -2.66228 
